127.0.0.1 - - [02/Jul/2018:15:55:28 +0800] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:11 +0800] "GET /ZuFront/Index?action=index HTTP/1.1" 200 13345
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:11 +0800] "GET /ZuFront/js/rem.js HTTP/1.1" 200 597
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:11 +0800] "GET /ZuFront/js/menu.js HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:11 +0800] "GET /ZuFront/js/jquery.min.js HTTP/1.1" 200 84349
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:11 +0800] "GET /ZuFront/css/all.css HTTP/1.1" 200 71633
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:11 +0800] "GET /ZuFront/css/mui.min.css HTTP/1.1" 200 75443
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:11 +0800] "GET /ZuFront/css/base.css HTTP/1.1" 200 11519
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:11 +0800] "GET /ZuFront/css/page.css HTTP/1.1" 200 42148
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:11 +0800] "GET /ZuFront/css/swiper.min.css HTTP/1.1" 200 15163
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:11 +0800] "GET /ZuFront/css/loading.css HTTP/1.1" 200 1174
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:11 +0800] "GET /ZuFront/css/loaders.min.css HTTP/1.1" 200 47471
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:11 +0800] "GET /ZuFront/slick/slick.css HTTP/1.1" 200 3824
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:12 +0800] "GET /ZuFront/lib/Validform/5.3.2/Validform.min.js HTTP/1.1" 200 26415
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:12 +0800] "GET /ZuFront/lib/jquery/1.9.1/jquery.min.js HTTP/1.1" 200 92629
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:12 +0800] "GET /ZuFront/lib/laypage/1.2/laypage.js HTTP/1.1" 200 3673
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:12 +0800] "GET /ZuFront/lib/layer/1.9.3/layer.js HTTP/1.1" 200 14952
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:12 +0800] "GET /ZuFront/lib/datatables/1.10.0/jquery.dataTables.min.js HTTP/1.1" 200 75893
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:12 +0800] "GET /ZuFront/lib/My97DatePicker/WdatePicker.js HTTP/1.1" 200 10235
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:12 +0800] "GET /ZuFront/lib/My97DatePicker/skin/WdatePicker.css HTTP/1.1" 200 144
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:12 +0800] "GET /ZuFront/js/fastclick.js HTTP/1.1" 200 26804
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:12 +0800] "GET /ZuFront/js/mui.min.js HTTP/1.1" 200 115810
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:12 +0800] "GET /ZuFront/lib/layer/1.9.3/skin/layer.css HTTP/1.1" 200 11508
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:12 +0800] "GET /ZuFront/js/hmt.js HTTP/1.1" 200 425
0:0:0:0:0:0:0:1 - - [02/Jul/2018:15:56:12 +0800] "GET /ZuFront/js/swiper.jquery.min.js HTTP/1.1" 200 62077
